1.623261737823486328e+01,7.102212309837341309e-02
1.789555406570434570e+01,7.409230619668960571e-02
1.930765032768249512e+01,1.183809526264667511e-02
2.060981798171997070e+01,1.415670569986104965e-02
2.185302257537841797e+01,3.619616478681564331e-02
2.310222339630126953e+01,1.399753428995609283e-02
2.439440131187438965e+01,9.792219847440719604e-03
2.563960123062133789e+01,5.888430867344141006e-03
2.683583617210388184e+01,3.713394282385706902e-03
2.815599131584167480e+01,2.522513270378112793e-03
2.941618585586547852e+01,1.766570727340877056e-03
3.084826970100402832e+01,1.400159671902656555e-03
3.211645817756652832e+01,1.115406979806721210e-03
3.340063762664794922e+01,9.678354836069047451e-04
3.466282987594604492e+01,8.814550819806754589e-04
3.591003227233886719e+01,8.653941331431269646e-04
3.712925267219543457e+01,9.233384043909609318e-04
3.840443730354309082e+01,1.091695041395723820e-03
3.964664196968078613e+01,1.303741591982543468e-03
4.096479940414428711e+01,1.377955079078674316e-03
4.216103363037109375e+01,1.244979561306536198e-03
4.346320080757141113e+01,1.066310214810073376e-03
4.467342662811279297e+01,9.404690354131162167e-04
4.589064884185791016e+01,9.196856990456581116e-04
4.732373189926147461e+01,9.766694856807589531e-04
4.859791755676269531e+01,1.184561755508184433e-03
4.987709951400756836e+01,1.480657840147614479e-03
5.112030363082885742e+01,2.109824912622570992e-03
5.269729423522949219e+01,2.654240466654300690e-03
5.423531198501586914e+01,3.848598338663578033e-03
5.556845855712890625e+01,3.745893016457557678e-03
5.692858910560607910e+01,4.311356693506240845e-03
5.853556108474731445e+01,3.101685084402561188e-03
5.995065593719482422e+01,2.731842920184135437e-03
6.138174080848693848e+01,1.995848026126623154e-03
6.271188998222351074e+01,1.794773852452635765e-03
6.415696644783020020e+01,1.539943623356521130e-03
6.545013809204101562e+01,1.422041328623890877e-03
6.677129268646240234e+01,1.222399994730949402e-03
6.804248070716857910e+01,1.065907534211874008e-03
6.928468513488769531e+01,8.845250122249126434e-04
7.057586026191711426e+01,7.450802950188517570e-04
7.188702058792114258e+01,6.386694149114191532e-04
7.320317959785461426e+01,5.463604466058313847e-04
7.440940785408020020e+01,4.840122419409453869e-04
7.575654673576354980e+01,4.387721128296107054e-04
7.700574803352355957e+01,4.078814235981553793e-04
7.835188579559326172e+01,3.871516673825681210e-04
7.961108160018920898e+01,3.793034411501139402e-04
8.095422172546386719e+01,3.689266450237482786e-04
8.223340344429016113e+01,3.808428009506314993e-04
8.355355930328369141e+01,3.976568405050784349e-04
8.489570164680480957e+01,4.338316211942583323e-04
8.620586299896240234e+01,5.010749446228146553e-04
8.748104715347290039e+01,6.072157411836087704e-04
8.870726346969604492e+01,7.649807957932353020e-04
9.000243496894836426e+01,9.409045451320707798e-04
9.126262831687927246e+01,1.091591315343976021e-03
9.252582097053527832e+01,1.144205569289624691e-03
9.378601503372192383e+01,1.081838971003890038e-03
9.509317874908447266e+01,9.629828855395317078e-04
9.636236691474914551e+01,8.413568721152842045e-04
9.765054297447204590e+01,7.506672409363090992e-04
9.893472170829772949e+01,6.931047537364065647e-04
1.002748651504516602e+02,6.741633405908942223e-04
1.014810926914215088e+02,6.711101741530001163e-04
1.027972509860992432e+02,6.875897524878382683e-04
1.040264647006988525e+02,7.174912025220692158e-04
1.051837248802185059e+02,7.488249102607369423e-04
1.065258665084838867e+02,7.573704351671040058e-04
1.079699432849884033e+02,7.639094255864620209e-04
1.094489970207214355e+02,7.649041363038122654e-04
1.106252448558807373e+02,7.778099388815462589e-04
1.119633891582489014e+02,8.190367952920496464e-04
1.132875411510467529e+02,9.146328084170818329e-04
1.145197536945343018e+02,1.062783761881291866e-03
1.158059315681457520e+02,1.249379944056272507e-03
1.172370154857635498e+02,1.410363242030143738e-03
1.184992074966430664e+02,1.460357918404042721e-03
1.198563408851623535e+02,1.362601411528885365e-03
1.211814937591552734e+02,1.157992519438266754e-03
1.223777272701263428e+02,9.450190700590610504e-04
1.235619699954986572e+02,7.401267648674547672e-04
1.247472119331359863e+02,5.916860536672174931e-04
1.259674315452575684e+02,4.740628355648368597e-04
1.271266903877258301e+02,4.050749412272125483e-04
1.283628990650177002e+02,3.486010245978832245e-04
1.295321514606475830e+02,3.149453841615468264e-04
1.309312572479248047e+02,2.856243227142840624e-04
1.322504129409790039e+02,2.654065319802612066e-04
1.335245978832244873e+02,2.534732921048998833e-04
1.348247671127319336e+02,2.431074244668707252e-04
1.361549160480499268e+02,2.336366451345384121e-04
1.374201064109802246e+02,2.255834551760926843e-04
1.387032854557037354e+02,2.241463662358000875e-04
1.399314999580383301e+02,2.173887769458815455e-04
1.411996896266937256e+02,2.122629957739263773e-04
1.427816770076751709e+02,2.062568673864006996e-04
1.441917769908905029e+02,2.070780610665678978e-04
1.456628355979919434e+02,2.003599656745791435e-04
1.471948554515838623e+02,2.009755407925695181e-04
1.486878998279571533e+02,1.981372333830222487e-04
1.500610220432281494e+02,2.040585677605122328e-04
1.516659951210021973e+02,2.026919828495010734e-04
1.531040756702423096e+02,2.067823224933817983e-04
1.545621430873870850e+02,2.190418599639087915e-04
1.560931637287139893e+02,2.305630332557484508e-04
1.575702185630798340e+02,2.581909066066145897e-04
1.591072361469268799e+02,2.998189011123031378e-04
1.607651762962341309e+02,3.842567675746977329e-04
1.621822688579559326e+02,5.258717574179172516e-04
1.635623867511749268e+02,7.836914737708866596e-04
1.649465029239654541e+02,1.148952986113727093e-03
1.663725891113281250e+02,1.592982094734907150e-03
1.677846863269805908e+02,1.624251948669552803e-03
1.690548729896545410e+02,1.407861709594726562e-03
1.705179374217987061e+02,8.543110452592372894e-04
1.720359666347503662e+02,6.529340753331780434e-04
1.735090239048004150e+02,5.545744206756353378e-04
1.748831460475921631e+02,5.858133663423359394e-04
1.764131665229797363e+02,6.369563052430748940e-04
1.777323234081268311e+02,6.953762494958937168e-04
1.792043817043304443e+02,7.149353623390197754e-04
1.807084197998046875e+02,7.022569188848137856e-04
1.822394404411315918e+02,6.414632662199437618e-04
1.835346117019653320e+02,5.766052054241299629e-04
1.849497075080871582e+02,5.097519606351852417e-04
1.864607408046722412e+02,4.754360124934464693e-04
