3.223338365554809570e+01,1.243168488144874573e-02
4.875181841850280762e+01,2.621071599423885345e-02
6.418295025825500488e+01,9.732194244861602783e-03
8.011875820159912109e+01,8.971132338047027588e-03
1.102894594669342041e+02,6.353597622364759445e-03
1.382515749931335449e+02,2.172461245208978653e-03
1.894648199081420898e+02,1.895160181447863579e-03
2.109180984497070312e+02,2.099693519994616508e-03
2.546271421909332275e+02,4.240406677126884460e-03
2.943927087783813477e+02,3.563162870705127716e-03
3.348938052654266357e+02,1.751084579154849052e-03
3.759825248718261719e+02,1.586717320606112480e-03
4.189410481452941895e+02,1.497426652349531651e-03
4.492266786098480225e+02,1.410071970894932747e-03
4.773097152709960938e+02,1.500990707427263260e-03
5.192538883686065674e+02,1.826120773330330849e-03
5.348349225521087646e+02,1.938987872563302517e-03
5.484402213096618652e+02,2.134370617568492889e-03
5.682355594635009766e+02,4.028936382383108139e-03
6.030582871437072754e+02,6.708068307489156723e-03
6.455051391124725342e+02,3.792181378230452538e-03
6.739439532756805420e+02,2.099410630762577057e-03
6.898377833366394043e+02,1.680993707850575447e-03
7.050970237255096436e+02,1.371127553284168243e-03
7.387814803123474121e+02,1.187597052194178104e-03
7.640283315181732178e+02,1.017585280351340771e-03
7.800570795536041260e+02,1.099703833460807800e-03
7.947596764564514160e+02,2.232219325378537178e-03
8.127281837463378906e+02,4.573054611682891846e-03
8.648128709793090820e+02,2.744288416579365730e-03
8.858933873176574707e+02,2.042125677689909935e-03
9.244557249546051025e+02,1.650388236157596111e-03
9.405104548931121826e+02,1.438445760868489742e-03
9.910221478939056396e+02,1.116390572860836983e-03
1.026227630138397217e+03,9.756752988323569298e-04
1.045377382516860962e+03,9.195992606692016125e-04
1.100321240186691284e+03,9.099096059799194336e-04
1.127064135789871216e+03,1.028293045237660408e-03
1.162746313571929932e+03,1.672895625233650208e-03
1.211913867235183716e+03,3.086549695581197739e-03
1.271818553209304810e+03,2.848615637049078941e-03
1.331351475238800049e+03,1.147380098700523376e-03
1.362399616718292236e+03,1.007414888590574265e-03
1.424270044803619385e+03,8.417607168667018414e-04
1.456554395914077759e+03,7.569650188088417053e-04
1.477791812181472778e+03,6.710913730785250664e-04
1.508562131404876709e+03,6.691839662380516529e-04
1.535332010030746460e+03,8.105380111373960972e-04
1.568407854795455933e+03,1.959730172529816628e-03
1.584913298130035400e+03,5.820138379931449890e-03
